Date,Headline (m/m),Core (m/m),Regulated Items (m/m),Fruits and Vegetables (m/m)
2023-03-11,2.743,2.54,1.283,11.686
2023-03-12,2.743,2.54,1.283,11.686
2023-03-13,2.743,2.54,1.283,11.686
2023-03-14,2.743,2.54,1.283,11.686
2023-03-15,2.743,2.54,1.283,11.686
2023-03-16,2.743,2.54,1.283,11.686
2023-03-17,2.743,2.54,1.283,11.686
2023-03-18,2.743,2.54,1.283,11.686
2023-03-19,2.743,2.54,1.283,11.686
2023-03-20,2.743,2.54,1.283,11.686
2023-03-21,2.743,2.54,1.283,11.686
2023-03-22,2.743,2.54,1.283,11.686
2023-03-23,2.743,2.54,1.283,11.686
2023-03-24,2.743,2.54,1.283,11.686
2023-03-25,2.743,2.54,1.283,11.686
2023-03-26,2.743,2.54,1.283,11.686
2023-03-27,2.743,2.54,1.283,11.686
2023-03-28,2.743,2.54,1.283,11.686
2023-03-29,2.743,2.54,1.283,11.686
2023-03-30,2.743,2.54,1.283,11.686
2023-03-31,2.743,2.54,1.283,11.686
2023-04-01,1.67,1.716,1.529,1.533
2023-04-02,1.67,1.716,1.529,1.533
2023-04-03,1.67,1.716,1.529,1.533
2023-04-04,1.67,1.716,1.529,1.533
2023-04-05,1.67,1.716,1.529,1.533
2023-04-06,1.67,1.716,1.529,1.533
2023-04-07,1.67,1.716,1.529,1.533
2023-04-08,1.67,1.716,1.529,1.533
2023-04-09,1.67,1.716,1.529,1.533
2023-04-10,1.67,1.716,1.529,1.533
2023-04-11,1.67,1.716,1.529,1.533
2023-04-12,1.67,1.716,1.529,1.533
2023-04-13,1.67,1.716,1.529,1.533
2023-04-14,1.67,1.716,1.529,1.533
2023-04-15,1.67,1.716,1.529,1.533
2023-04-16,1.67,1.716,1.529,1.533
2023-04-17,1.67,1.716,1.529,1.533
2023-04-18,1.67,1.716,1.529,1.533
2023-04-19,1.67,1.716,1.529,1.533
2023-04-20,1.67,1.716,1.529,1.533
2023-04-21,1.67,1.716,1.529,1.533
2023-04-22,1.67,1.716,1.529,1.533
2023-04-23,1.67,1.716,1.529,1.533
2023-04-24,1.67,1.716,1.529,1.533
2023-04-25,1.67,1.716,1.529,1.533
2023-04-26,1.67,1.716,1.529,1.533
2023-04-27,1.67,1.716,1.529,1.533
2023-04-28,1.67,1.716,1.529,1.533
2023-04-29,1.67,1.716,1.529,1.533
2023-04-30,1.67,1.716,1.529,1.533
2023-05-01,2.723,2.858,2.81,0.51
2023-05-02,2.723,2.858,2.81,0.51
2023-05-03,2.723,2.858,2.81,0.51
2023-05-04,2.723,2.858,2.81,0.51
2023-05-05,2.723,2.858,2.81,0.51
2023-05-06,2.723,2.858,2.81,0.51
2023-05-07,2.723,2.858,2.81,0.51
2023-05-08,2.723,2.858,2.81,0.51
2023-05-09,2.723,2.858,2.81,0.51
2023-05-10,2.723,2.858,2.81,0.51
2023-05-11,2.723,2.858,2.81,0.51
2023-05-12,2.723,2.858,2.81,0.51
2023-05-13,2.723,2.858,2.81,0.51
2023-05-14,2.723,2.858,2.81,0.51
2023-05-15,2.723,2.858,2.81,0.51
2023-05-16,2.723,2.858,2.81,0.51
2023-05-17,2.723,2.858,2.81,0.51
2023-05-18,2.723,2.858,2.81,0.51
2023-05-19,2.723,2.858,2.81,0.51
2023-05-20,2.723,2.858,2.81,0.51
2023-05-21,2.723,2.858,2.81,0.51
2023-05-22,2.723,2.858,2.81,0.51
2023-05-23,2.723,2.858,2.81,0.51
2023-05-24,2.723,2.858,2.81,0.51
2023-05-25,2.723,2.858,2.81,0.51
2023-05-26,2.723,2.858,2.81,0.51
2023-05-27,2.723,2.858,2.81,0.51
2023-05-28,2.723,2.858,2.81,0.51
2023-05-29,2.723,2.858,2.81,0.51
2023-05-30,2.723,2.858,2.81,0.51
2023-05-31,2.723,2.858,2.81,0.51
2023-06-01,2.083,1.695,4.06,0.26
2023-06-02,2.083,1.695,4.06,0.26
2023-06-03,2.083,1.695,4.06,0.26
2023-06-04,2.083,1.695,4.06,0.26
2023-06-05,2.083,1.695,4.06,0.26
2023-06-06,2.083,1.695,4.06,0.26
2023-06-07,2.083,1.695,4.06,0.26
2023-06-08,2.083,1.695,4.06,0.26
2023-06-09,2.083,1.695,4.06,0.26
2023-06-10,2.083,1.695,4.06,0.26
2023-06-11,2.083,1.695,4.06,0.26
2023-06-12,2.083,1.695,4.06,0.26
2023-06-13,2.083,1.695,4.06,0.26
2023-06-14,2.083,1.695,4.06,0.26
2023-06-15,2.083,1.695,4.06,0.26
2023-06-16,2.083,1.695,4.06,0.26
2023-06-17,2.083,1.695,4.06,0.26
2023-06-18,2.083,1.695,4.06,0.26
2023-06-19,2.083,1.695,4.06,0.26
2023-06-20,2.083,1.695,4.06,0.26
2023-06-21,2.083,1.695,4.06,0.26
2023-06-22,2.083,1.695,4.06,0.26
2023-06-23,2.083,1.695,4.06,0.26
2023-06-24,2.083,1.695,4.06,0.26
2023-06-25,2.083,1.695,4.06,0.26
2023-06-26,2.083,1.695,4.06,0.26
2023-06-27,2.083,1.695,4.06,0.26
2023-06-28,2.083,1.695,4.06,0.26
2023-06-29,2.083,1.695,4.06,0.26
2023-06-30,2.083,1.695,4.06,0.26
2023-07-01,1.864,1.319,2.54,7.19
2023-07-02,1.864,1.319,2.54,7.19
2023-07-03,1.864,1.319,2.54,7.19
2023-07-04,1.864,1.319,2.54,7.19
2023-07-05,1.864,1.319,2.54,7.19
2023-07-06,1.864,1.319,2.54,7.19
2023-07-07,1.864,1.319,2.54,7.19
2023-07-08,1.864,1.319,2.54,7.19
2023-07-09,1.864,1.319,2.54,7.19
2023-07-10,1.864,1.319,2.54,7.19
2023-07-11,1.864,1.319,2.54,7.19
2023-07-12,1.864,1.319,2.54,7.19
2023-07-13,1.864,1.319,2.54,7.19
2023-07-14,1.864,1.319,2.54,7.19
2023-07-15,1.864,1.319,2.54,7.19
2023-07-16,1.864,1.319,2.54,7.19
2023-07-17,1.864,1.319,2.54,7.19
2023-07-18,1.864,1.319,2.54,7.19
2023-07-19,1.864,1.319,2.54,7.19
2023-07-20,1.864,1.319,2.54,7.19
2023-07-21,1.864,1.319,2.54,7.19
2023-07-22,1.864,1.319,2.54,7.19
2023-07-23,1.864,1.319,2.54,7.19
2023-07-24,1.864,1.319,2.54,7.19
2023-07-25,1.864,1.319,2.54,7.19
2023-07-26,1.864,1.319,2.54,7.19
2023-07-27,1.864,1.319,2.54,7.19
2023-07-28,1.864,1.319,2.54,7.19
2023-07-29,1.864,1.319,2.54,7.19
2023-07-30,1.864,1.319,2.54,7.19
2023-07-31,1.864,1.319,2.54,7.19
2023-08-01,1.586,0.338,1.45,19.23
2023-08-02,1.586,0.338,1.45,19.23
2023-08-03,1.586,0.338,1.45,19.23
2023-08-04,1.586,0.338,1.45,19.23
2023-08-05,1.586,0.338,1.45,19.23
2023-08-06,1.586,0.338,1.45,19.23
2023-08-07,1.586,0.338,1.45,19.23
2023-08-08,1.586,0.338,1.45,19.23
2023-08-09,1.586,0.338,1.45,19.23
2023-08-10,1.586,0.338,1.45,19.23
2023-08-11,1.586,0.338,1.45,19.23
2023-08-12,1.586,0.338,1.45,19.23
2023-08-13,1.586,0.338,1.45,19.23
2023-08-14,1.586,0.338,1.45,19.23
2023-08-15,1.586,0.338,1.45,19.23
2023-08-16,1.586,0.338,1.45,19.23
2023-08-17,1.586,0.338,1.45,19.23
2023-08-18,1.586,0.338,1.45,19.23
2023-08-19,1.586,0.338,1.45,19.23
2023-08-20,1.586,0.338,1.45,19.23
2023-08-21,1.586,0.338,1.45,19.23
2023-08-22,1.586,0.338,1.45,19.23
2023-08-23,1.586,0.338,1.45,19.23
2023-08-24,1.586,0.338,1.45,19.23
2023-08-25,1.586,0.338,1.45,19.23
2023-08-26,1.586,0.338,1.45,19.23
2023-08-27,1.586,0.338,1.45,19.23
2023-08-28,1.586,0.338,1.45,19.23
2023-08-29,1.586,0.338,1.45,19.23
2023-08-30,1.586,0.338,1.45,19.23
2023-08-31,1.586,0.338,1.45,19.23
2023-09-01,2.0,1.1,0.47,16.72
2023-09-02,2.0,1.1,0.47,16.72
2023-09-03,2.0,1.1,0.47,16.72
2023-09-04,2.0,1.1,0.47,16.72
2023-09-05,2.0,1.1,0.47,16.72
2023-09-06,2.0,1.1,0.47,16.72
2023-09-07,2.0,1.1,0.47,16.72
2023-09-08,2.0,1.1,0.47,16.72
2023-09-09,2.0,1.1,0.47,16.72
2023-09-10,2.0,1.1,0.47,16.72
2023-09-11,2.0,1.1,0.47,16.72
2023-09-12,2.0,1.1,0.47,16.72
2023-09-13,2.0,1.1,0.47,16.72
2023-09-14,2.0,1.1,0.47,16.72
2023-09-15,2.0,1.1,0.47,16.72
2023-09-16,2.0,1.1,0.47,16.72
2023-09-17,2.0,1.1,0.47,16.72
2023-09-18,2.0,1.1,0.47,16.72
2023-09-19,2.0,1.1,0.47,16.72
2023-09-20,2.0,1.1,0.47,16.72
2023-09-21,2.0,1.1,0.47,16.72
2023-09-22,2.0,1.1,0.47,16.72
2023-09-23,2.0,1.1,0.47,16.72
2023-09-24,2.0,1.1,0.47,16.72
2023-09-25,2.0,1.1,0.47,16.72
2023-09-26,2.0,1.1,0.47,16.72
2023-09-27,2.0,1.1,0.47,16.72
2023-09-28,2.0,1.1,0.47,16.72
2023-09-29,2.0,1.1,0.47,16.72
2023-09-30,2.0,1.1,0.47,16.72
2023-10-01,1.0,1.8,0.12,-4.28
2023-10-02,1.0,1.8,0.12,-4.28
2023-10-03,1.0,1.8,0.12,-4.28
2023-10-04,1.0,1.8,0.12,-4.28
2023-10-05,1.0,1.8,0.12,-4.28
2023-10-06,1.0,1.8,0.12,-4.28
2023-10-07,1.0,1.8,0.12,-4.28
2023-10-08,1.0,1.8,0.12,-4.28
2023-10-09,1.0,1.8,0.12,-4.28
2023-10-10,1.0,1.8,0.12,-4.28
2023-10-11,1.0,1.8,0.12,-4.28
2023-10-12,1.0,1.8,0.12,-4.28
2023-10-13,1.0,1.8,0.12,-4.28
2023-10-14,1.0,1.8,0.12,-4.28
2023-10-15,1.0,1.8,0.12,-4.28
2023-10-16,1.0,1.8,0.12,-4.28
2023-10-17,1.0,1.8,0.12,-4.28
2023-10-18,1.0,1.8,0.12,-4.28
2023-10-19,1.0,1.8,0.12,-4.28
2023-10-20,1.0,1.8,0.12,-4.28
2023-10-21,1.0,1.8,0.12,-4.28
2023-10-22,1.0,1.8,0.12,-4.28
2023-10-23,1.0,1.8,0.12,-4.28
2023-10-24,1.0,1.8,0.12,-4.28
2023-10-25,1.0,1.8,0.12,-4.28
2023-10-26,1.0,1.8,0.12,-4.28
2023-10-27,1.0,1.8,0.12,-4.28
2023-10-28,1.0,1.8,0.12,-4.28
2023-10-29,1.0,1.8,0.12,-4.28
2023-10-30,1.0,1.8,0.12,-4.28
2023-10-31,1.0,1.8,0.12,-4.28
2023-11-01,1.312,0.981,4.64,-4.6
2023-11-02,1.312,0.981,4.64,-4.6
2023-11-03,1.312,0.981,4.64,-4.6
2023-11-04,1.312,0.981,4.64,-4.6
2023-11-05,1.312,0.981,4.64,-4.6
2023-11-06,1.312,0.981,4.64,-4.6
2023-11-07,1.312,0.981,4.64,-4.6
2023-11-08,1.312,0.981,4.64,-4.6
2023-11-09,1.312,0.981,4.64,-4.6
2023-11-10,1.312,0.981,4.64,-4.6
2023-11-11,1.312,0.981,4.64,-4.6
2023-11-12,1.312,0.981,4.64,-4.6
2023-11-13,1.312,0.981,4.64,-4.6
2023-11-14,1.312,0.981,4.64,-4.6
2023-11-15,1.312,0.981,4.64,-4.6
2023-11-16,1.312,0.981,4.64,-4.6
2023-11-17,1.312,0.981,4.64,-4.6
2023-11-18,1.312,0.981,4.64,-4.6
2023-11-19,1.312,0.981,4.64,-4.6
2023-11-20,1.312,0.981,4.64,-4.6
2023-11-21,1.312,0.981,4.64,-4.6
2023-11-22,1.312,0.981,4.64,-4.6
2023-11-23,1.312,0.981,4.64,-4.6
2023-11-24,1.312,0.981,4.64,-4.6
2023-11-25,1.312,0.981,4.64,-4.6
2023-11-26,1.312,0.981,4.64,-4.6
2023-11-27,1.312,0.981,4.64,-4.6
2023-11-28,1.312,0.981,4.64,-4.6
2023-11-29,1.312,0.981,4.64,-4.6
2023-11-30,1.312,0.981,4.64,-4.6
2023-12-01,1.413,1.313,0.39,5.72
2023-12-02,1.413,1.313,0.39,5.72
2023-12-03,1.413,1.313,0.39,5.72
2023-12-04,1.413,1.313,0.39,5.72
2023-12-05,1.413,1.313,0.39,5.72
2023-12-06,1.413,1.313,0.39,5.72
2023-12-07,1.413,1.313,0.39,5.72
2023-12-08,1.413,1.313,0.39,5.72
2023-12-09,1.413,1.313,0.39,5.72
2023-12-10,1.413,1.313,0.39,5.72
2023-12-11,1.413,1.313,0.39,5.72
2023-12-12,1.413,1.313,0.39,5.72
2023-12-13,1.413,1.313,0.39,5.72
2023-12-14,1.413,1.313,0.39,5.72
2023-12-15,1.413,1.313,0.39,5.72
2023-12-16,1.413,1.313,0.39,5.72
2023-12-17,1.413,1.313,0.39,5.72
2023-12-18,1.413,1.313,0.39,5.72
2023-12-19,1.413,1.313,0.39,5.72
2023-12-20,1.413,1.313,0.39,5.72
2023-12-21,1.413,1.313,0.39,5.72
2023-12-22,1.413,1.313,0.39,5.72
2023-12-23,1.413,1.313,0.39,5.72
2023-12-24,1.413,1.313,0.39,5.72
2023-12-25,1.413,1.313,0.39,5.72
2023-12-26,1.413,1.313,0.39,5.72
2023-12-27,1.413,1.313,0.39,5.72
2023-12-28,1.413,1.313,0.39,5.72
2023-12-29,1.413,1.313,0.39,5.72
2023-12-30,1.413,1.313,0.39,5.72
