Date,stock_0_food_beverages_and_tobacco_close_price,stock_10_non-banking_financial_services_close_price,stock_11_real_estate_close_price,stock_12_non-banking_financial_services_close_price,stock_13_it_&_media_close_price,stock_14_it_&_media_close_price,stock_1_energy_and_support_services_close_price,stock_2_basic_resources_close_price,stock_3_basic_resources_close_price,stock_4_banks_close_price,stock_5_banks_close_price,stock_6_real_estate_close_price,stock_7_real_estate_close_price,stock_8_real_estate_close_price,stock_9_non-banking_financial_services_close_price,stock_0_food_beverages_and_tobacco_volume,stock_10_non-banking_financial_services_volume,stock_11_real_estate_volume,stock_12_non-banking_financial_services_volume,stock_13_it_&_media_volume,stock_14_it_&_media_volume,stock_1_energy_and_support_services_volume,stock_2_basic_resources_volume,stock_3_basic_resources_volume,stock_4_banks_volume,stock_5_banks_volume,stock_6_real_estate_volume,stock_7_real_estate_volume,stock_8_real_estate_volume,stock_9_non-banking_financial_services_volume
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02,10.65,1.559,8.96,10.15,19.86,12.67,3.7,20.82,14.85,8.22,53.29,2.92,1.954,3.01,14.8,169295.0,1603361.0,271136.0,620984.0,688529.0,1568409.0,2730503.0,309119.0,386437.0,533912.0,362717.0,2932691.0,3982855.0,946883.0,722635.0
2022-01-03,10.65,1.557,9.09,10.47,19.89,12.53,3.75,21.27,14.8,7.91,52.95,2.89,1.934,2.98,14.9,1754131.0,2282521.0,213938.0,948543.0,533654.0,1422826.0,2376099.0,363506.0,335116.0,931792.0,1221563.0,3279154.0,3008278.0,607433.0,576620.0
2022-01-04,10.6,1.562,9.24,11.51,19.61,12.75,3.99,21.3,14.6,8.14,52.8,2.95,1.94,3.03,14.84,1210215.0,2247337.0,3165121.0,4441722.0,849354.0,2125016.0,12381940.0,579798.0,678427.0,1327731.0,1098216.0,7695802.0,3505466.0,1278056.0,685217.0
2022-01-05,10.78,1.614,9.2,11.25,19.95,12.95,3.9,21.49,14.6,8.4,52.85,3.07,1.988,3.08,14.82,501189.0,9387878.0,2297877.0,1718895.0,957596.0,2102822.0,6862032.0,176878.0,1670902.0,1004927.0,1044067.0,20442868.0,5362842.0,2070974.0,379402.0
2022-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-09,10.89,1.623,9.16,11.16,19.62,12.88,3.84,20.94,14.38,8.38,52.66,3.06,1.932,3.03,14.8,181510.0,3581502.0,362997.0,595496.0,220439.0,483057.0,1173801.0,474611.0,469953.0,249743.0,605506.0,5250684.0,4257937.0,610185.0,942300.0
2022-01-10,10.93,1.661,9.06,11.73,19.75,13.02,3.91,21.25,14.46,8.21,52.8,3.03,1.944,3.05,15.23,725216.0,7069981.0,1969856.0,1888810.0,1429056.0,6306994.0,5118297.0,588091.0,2278788.0,269002.0,1613325.0,8725758.0,2323859.0,1410620.0,4389639.0
2022-01-11,10.8,1.626,9.16,11.47,19.59,13.09,3.87,21.48,14.6,8.24,52.85,2.96,1.899,3.0,15.1,953722.0,4206384.0,1829563.0,941483.0,530170.0,6636494.0,1458973.0,757113.0,954380.0,270266.0,2234973.0,2625805.0,6765094.0,1461128.0,1513666.0
2022-01-12,10.85,1.603,9.17,11.19,19.16,12.76,4.08,21.84,14.28,8.3,53.63,2.89,1.88,3.03,15.14,1489387.0,2697591.0,2069670.0,634963.0,1619941.0,3117473.0,16133253.0,1846971.0,706043.0,739290.0,3035653.0,4213747.0,2964592.0,309994.0,808015.0
2022-01-13,10.8,1.577,9.06,11.3,18.72,12.8,4.02,21.73,14.06,8.22,53.7,2.77,1.858,3.0,14.81,1139088.0,2810802.0,1426257.0,454186.0,1112325.0,1898039.0,7262461.0,506228.0,792720.0,851461.0,3010297.0,4321564.0,2289531.0,816694.0,1492179.0
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-16,10.61,1.528,8.79,11.23,18.65,12.19,4.08,21.3,13.71,8.14,53.0,2.73,1.818,2.94,14.84,135800.0,1402508.0,2294388.0,161083.0,219883.0,3184045.0,5408778.0,488181.0,878517.0,86339.0,728702.0,2680925.0,2449863.0,258863.0,753997.0
2022-01-17,10.8,1.531,8.85,11.59,18.68,12.17,4.1,21.5,13.74,8.11,53.2,2.74,1.858,2.99,14.57,324827.0,1140326.0,1052628.0,715524.0,705375.0,2878563.0,8986496.0,561871.0,385056.0,79156.0,2603752.0,3148380.0,1958687.0,419406.0,883398.0
2022-01-18,10.8,1.553,8.97,11.77,18.69,11.95,4.12,21.48,13.77,8.16,53.0,2.77,1.837,3.0,14.57,1955524.0,917272.0,1284753.0,383077.0,536094.0,3117966.0,4322609.0,643341.0,233751.0,171544.0,1466688.0,2755196.0,2069069.0,1612311.0,939769.0
2022-01-19,10.8,1.536,9.06,11.46,18.13,11.68,4.01,21.38,13.66,8.0,52.0,2.72,1.801,2.95,14.4,722518.0,1551872.0,3827699.0,298552.0,1272603.0,5755835.0,4024412.0,904532.0,201247.0,241618.0,1865382.0,4115935.0,10792906.0,3081701.0,955673.0
2022-01-20,10.8,1.532,8.99,11.16,18.17,11.3,3.89,21.54,13.59,8.02,52.5,2.73,1.794,2.95,14.6,329322.0,1607926.0,2271824.0,420214.0,625287.0,12649581.0,10273741.0,2272961.0,116486.0,531924.0,1052273.0,1873029.0,3557630.0,4381397.0,612837.0
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-23,10.58,1.494,8.87,11.06,17.9,11.08,3.76,21.36,13.31,7.97,52.9,2.66,1.751,2.88,14.46,211359.0,1428389.0,396633.0,149065.0,663156.0,3585353.0,5521275.0,194275.0,236934.0,68350.0,246244.0,2666012.0,7574489.0,1645654.0,676543.0
2022-01-24,10.69,1.469,8.85,10.8,18.01,10.86,3.73,21.49,13.42,8.0,52.7,2.64,1.734,2.86,14.62,1901040.0,1437859.0,1285562.0,210845.0,405546.0,3569188.0,7148551.0,382322.0,664110.0,844823.0,6843559.0,1638294.0,1450733.0,1028805.0,2087036.0
2022-01-25,10.61,1.48,8.8,10.97,17.81,10.6,3.65,21.47,13.57,8.01,52.0,2.68,1.723,2.8,14.63,729607.0,1109535.0,3051468.0,164319.0,768810.0,4972972.0,2653021.0,1035732.0,876378.0,463243.0,1119504.0,1660053.0,5814130.0,1074425.0,620025.0
2022-01-26,10.4,1.49,8.8,10.6,17.18,10.27,3.65,21.45,13.34,7.99,51.85,2.76,1.736,2.8,14.6,1019341.0,1909824.0,1077039.0,404014.0,1173096.0,8194129.0,1068097.0,1360159.0,669852.0,89819.0,624159.0,5695262.0,3057519.0,817940.0,831860.0
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-30,10.41,1.476,8.52,10.41,17.03,10.06,3.68,21.2,13.48,8.0,51.87,2.73,1.699,2.8,14.5,97796.0,712964.0,503873.0,57984.0,300244.0,1605739.0,8016406.0,461884.0,489348.0,173536.0,815562.0,1797665.0,1730351.0,283083.0,333783.0
2022-01-31,10.39,1.488,9.25,10.66,17.46,9.88,3.78,21.14,13.7,8.01,51.34,2.84,1.739,2.89,14.66,763400.0,704657.0,7889968.0,110405.0,1490225.0,6981363.0,1866805.0,965228.0,658522.0,350666.0,1406627.0,5448602.0,2076916.0,979059.0,1326330.0
2022-02-01,10.6,1.518,9.07,10.78,18.0,9.93,3.84,21.34,13.94,8.13,51.9,2.94,1.801,2.85,14.91,750180.0,1170580.0,2035189.0,203135.0,774026.0,2899296.0,2276112.0,195086.0,1138526.0,253617.0,1726017.0,13169385.0,3858216.0,8643278.0,1334043.0
2022-02-02,10.6,1.538,9.04,10.94,17.9,10.5,3.85,21.03,14.05,8.6,51.87,2.92,1.808,2.94,15.13,1583108.0,1380867.0,2157960.0,383404.0,1031701.0,5348196.0,3893744.0,420476.0,720057.0,2565558.0,1854862.0,3332806.0,1407811.0,1592263.0,2886867.0
2022-02-03,10.61,1.518,9.0,10.57,17.53,10.4,3.8,21.01,13.86,8.69,51.6,2.8,1.791,3.0,15.17,1270201.0,1637227.0,3345917.0,167155.0,714951.0,3218189.0,1847484.0,645951.0,206617.0,854469.0,1002540.0,6404399.0,709176.0,1101671.0,2430489.0
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-06,10.6,1.56,9.04,10.54,17.46,10.24,3.9,20.94,14.17,8.79,51.95,2.93,1.799,3.0,15.32,60996.0,2363452.0,167582.0,93592.0,297214.0,1883867.0,1708841.0,788192.0,653880.0,279263.0,324318.0,6697232.0,744002.0,419794.0,1290915.0
2022-02-07,10.55,1.519,9.0,10.38,18.18,9.66,3.84,20.92,13.94,8.6,51.0,2.89,1.786,2.99,15.4,386576.0,1451600.0,906304.0,573436.0,2701066.0,5876686.0,1996325.0,641774.0,801466.0,949337.0,2600736.0,6745698.0,1292281.0,657810.0,4935988.0
2022-02-08,10.55,1.52,9.0,10.42,18.3,9.45,3.78,20.78,13.95,8.59,50.8,2.83,1.821,2.96,15.74,513228.0,1180259.0,1891004.0,304346.0,474403.0,4507419.0,1409238.0,377109.0,341267.0,278422.0,1790212.0,2501849.0,1405119.0,370914.0,4738076.0
2022-02-09,10.5,1.558,9.45,10.31,18.35,9.08,3.79,20.51,13.89,8.47,50.9,2.89,1.82,3.05,17.2,1048728.0,4364736.0,18287890.0,319239.0,245268.0,5386593.0,1218234.0,1174680.0,669282.0,107428.0,2121780.0,5060142.0,2429432.0,8386819.0,12182671.0
2022-02-10,10.65,1.525,9.55,10.31,18.1,9.1,3.67,20.95,13.53,8.28,50.97,2.74,1.786,3.0,17.7,1022567.0,2317237.0,7513966.0,128065.0,554296.0,6756192.0,2997823.0,2364031.0,768947.0,356803.0,1476849.0,6201798.0,3366217.0,3083793.0,4302145.0
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-13,10.5,1.416,9.81,10.0,18.0,8.74,3.64,20.8,12.95,8.08,50.61,2.32,1.7,2.92,17.8,458904.0,2552835.0,5103876.0,510434.0,2239016.0,2606630.0,2682962.0,328888.0,559825.0,332431.0,568027.0,4992662.0,6729247.0,660984.0,4719093.0
2022-02-14,10.52,1.355,9.58,9.75,18.0,8.98,3.67,20.73,12.71,7.92,50.29,2.22,1.669,2.89,18.24,759983.0,3174502.0,1046856.0,75691.0,1564446.0,3133090.0,1715003.0,480083.0,357974.0,873812.0,2034622.0,8628092.0,3327896.0,2492586.0,2076677.0
2022-02-15,10.51,1.378,9.68,9.79,18.04,9.16,3.75,21.0,13.05,8.0,51.5,2.13,1.678,2.86,18.2,2592826.0,3010082.0,4220423.0,122944.0,160674.0,5939462.0,1641025.0,462543.0,333245.0,792938.0,678806.0,14389635.0,1658800.0,1800782.0,2559692.0
2022-02-16,10.5,1.372,9.74,9.83,17.83,9.2,3.72,21.21,12.99,8.32,51.5,2.12,1.702,2.9,18.17,1736306.0,2292155.0,1695294.0,168551.0,415672.0,2993008.0,1760621.0,1738462.0,280623.0,144491.0,2918578.0,6664936.0,4918921.0,2460181.0,1191234.0
2022-02-17,10.5,1.375,9.6,9.85,18.18,9.21,3.75,21.3,12.94,8.33,51.0,2.12,1.702,2.9,18.1,926785.0,1406671.0,1792451.0,74523.0,833564.0,3715263.0,1126627.0,658715.0,401031.0,695870.0,1214059.0,2311810.0,487855.0,497600.0,1956438.0
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20,10.42,1.337,9.34,9.53,17.82,9.02,3.64,20.71,12.7,8.12,50.6,2.04,1.616,2.73,17.85,87487.0,1439982.0,776986.0,74018.0,178314.0,3923662.0,1359040.0,403004.0,366358.0,711726.0,390626.0,5561867.0,5193245.0,1487049.0,1221388.0
2022-02-21,10.45,1.352,9.52,9.69,17.87,9.35,3.66,20.97,13.66,8.51,51.43,2.06,1.659,2.75,17.9,391799.0,997539.0,3483990.0,144868.0,664768.0,4040057.0,946576.0,216575.0,1489411.0,294593.0,1057872.0,2392019.0,1390043.0,1470090.0,1930567.0
2022-02-22,10.6,1.316,9.5,9.39,17.51,9.22,3.58,20.65,13.38,8.2,50.0,2.01,1.614,2.74,17.98,637960.0,2775614.0,6691421.0,42127.0,1203130.0,1748683.0,4759709.0,1935882.0,801907.0,1120304.0,2411095.0,3486846.0,3347260.0,2265822.0,1462276.0
2022-02-23,10.6,1.321,9.39,9.86,17.6,9.39,3.59,20.79,13.44,8.17,49.71,2.01,1.626,2.72,17.85,888925.0,1084155.0,3082431.0,206214.0,312765.0,2712806.0,1780283.0,425740.0,258326.0,563302.0,1744091.0,3309663.0,675081.0,554177.0,1154391.0
2022-02-24,10.42,1.142,9.2,9.07,17.34,8.95,3.5,20.8,12.9,7.98,47.0,1.92,1.495,2.6,17.55,1967140.0,4630022.0,2278166.0,164932.0,1141109.0,4827680.0,4476807.0,1822973.0,624387.0,1507276.0,3698695.0,5257019.0,5319368.0,1483760.0,4724061.0
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-27,10.54,1.203,9.4,9.3,17.78,9.18,3.58,20.99,13.47,7.97,48.4,1.974,1.551,2.69,17.74,350955.0,2276100.0,800469.0,71129.0,300956.0,1381254.0,1179825.0,521475.0,393033.0,492695.0,1392122.0,1851307.0,2813132.0,323006.0,814701.0
2022-02-28,10.85,1.183,9.36,9.01,18.14,9.67,3.55,20.98,13.24,7.89,47.81,1.927,1.507,2.63,17.35,5292658.0,1808842.0,3973429.0,160908.0,2112636.0,6094634.0,1027088.0,457924.0,226909.0,554078.0,3302075.0,1590941.0,1828558.0,856715.0,1646550.0
2022-03-01,11.7,1.25,9.45,9.27,18.68,9.88,3.6,20.87,13.46,7.9,47.7,1.974,1.57,2.7,17.68,2066282.0,2397821.0,2241673.0,85768.0,3133898.0,4748833.0,1739233.0,88584.0,507362.0,769114.0,3211557.0,2737276.0,1276530.0,2957112.0,2756268.0
2022-03-02,11.53,1.226,9.4,8.99,18.54,9.65,3.7,21.25,13.76,7.82,47.0,1.97,1.521,2.63,17.5,1144552.0,1380791.0,1171619.0,290732.0,207833.0,1499571.0,2564667.0,382856.0,976656.0,515951.0,3739880.0,3642327.0,2446128.0,1051891.0,3726310.0
2022-03-03,11.65,1.252,9.3,9.0,19.2,9.55,3.92,21.66,14.41,7.8,47.5,1.993,1.524,2.66,17.56,2585466.0,1026827.0,1379670.0,230002.0,1607002.0,1666643.0,8747610.0,1372286.0,2437190.0,1134773.0,3163586.0,4741027.0,2320756.0,522712.0,1331744.0
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-06,11.6,1.24,8.96,8.7,18.86,9.39,3.93,21.6,15.1,7.57,46.1,1.982,1.522,2.64,17.31,159742.0,1021373.0,5534196.0,245428.0,2922005.0,1957615.0,1695713.0,1877815.0,3966158.0,404909.0,2206977.0,2157324.0,471808.0,2241559.0,1061879.0
2022-03-07,11.29,1.199,8.79,8.52,18.59,9.05,3.84,21.8,14.9,7.53,42.8,1.964,1.473,2.62,17.0,377102.0,1445353.0,7064606.0,306522.0,949085.0,2740437.0,5046029.0,1926666.0,2839732.0,1787357.0,11342658.0,2894321.0,1571901.0,3058262.0,2908654.0
2022-03-08,11.04,1.175,8.56,7.77,18.14,8.9,3.74,21.5,14.61,7.35,40.7,1.88,1.454,2.53,17.18,1284526.0,1237020.0,1799144.0,706415.0,576368.0,4220722.0,2324016.0,511257.0,558706.0,565996.0,11910705.0,3758493.0,684036.0,5981512.0,3694475.0
2022-03-09,11.0,1.177,8.4,7.69,17.61,8.94,3.87,21.62,14.6,7.3,41.0,1.883,1.48,2.56,17.33,1655679.0,665914.0,3121225.0,361649.0,1261811.0,3405186.0,3457381.0,214611.0,301158.0,1369020.0,5990340.0,2243861.0,601475.0,1007599.0,1314936.0
2022-03-10,10.96,1.182,8.5,7.93,17.83,9.19,3.81,21.74,14.98,7.3,41.0,1.907,1.494,2.56,17.67,2564844.0,777677.0,3173736.0,194501.0,3982936.0,2856794.0,3753573.0,656009.0,561263.0,2261459.0,5440893.0,2243771.0,1002405.0,2909243.0,2052324.0
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,10.68,1.158,8.3,7.69,17.78,9.0,3.79,22.5,15.0,7.33,42.0,1.937,1.459,2.57,17.3,139595.0,722113.0,3638218.0,272674.0,858211.0,1032378.0,1409817.0,2815902.0,1015888.0,114670.0,1546574.0,4070889.0,1734041.0,789217.0,2237822.0
2022-03-14,10.75,1.155,8.0,7.76,17.4,9.02,3.75,22.63,14.76,7.3,41.7,1.961,1.455,2.56,17.17,1894997.0,955828.0,6511859.0,201287.0,1893310.0,1034768.0,1392203.0,789665.0,181167.0,235667.0,7604002.0,1690365.0,1360636.0,3508783.0,840101.0
2022-03-15,10.72,1.135,7.85,7.6,17.46,9.32,3.63,24.0,14.7,7.26,41.6,1.914,1.444,2.55,17.0,3336251.0,2469080.0,1999340.0,93813.0,680071.0,5080596.0,2410927.0,4356834.0,1029750.0,141017.0,3778242.0,1442528.0,979811.0,4503058.0,3111825.0
2022-03-16,11.0,1.171,8.48,7.8,17.89,9.81,3.8,24.6,15.41,7.27,42.55,2.057,1.495,2.65,17.34,17945069.0,1512630.0,1730938.0,223077.0,645211.0,6128158.0,3815623.0,11529381.0,1517207.0,629044.0,10129715.0,5529493.0,1048499.0,8294183.0,2063919.0
2022-03-17,11.25,1.204,8.24,7.89,17.4,9.5,3.74,24.59,15.17,7.22,43.2,2.143,1.534,2.7,17.31,5455122.0,4293027.0,9308477.0,289780.0,2049840.0,5958328.0,4078642.0,3621941.0,1010697.0,2337581.0,7007082.0,6463907.0,1662048.0,6290636.0,3514197.0
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-20,11.25,1.235,8.32,8.1,17.94,9.76,3.76,25.0,15.25,7.25,44.9,2.17,1.557,2.83,17.66,8387.0,2614840.0,681055.0,116402.0,4021721.0,1182027.0,1075404.0,542617.0,499598.0,1318141.0,1467684.0,1647845.0,866971.0,1674747.0,1080016.0
2022-03-21,11.5,1.267,9.3,8.42,18.27,9.52,4.28,26.0,16.02,7.6,48.0,2.39,1.672,3.03,18.28,1628102.0,3949240.0,8218961.0,275716.0,2513317.0,8448584.0,16683396.0,9027788.0,3533006.0,3938192.0,5056122.0,13672548.0,6277747.0,5111052.0,5855434.0
2022-03-22,11.44,1.287,9.06,8.35,18.0,10.03,4.16,25.55,16.03,7.52,49.5,2.41,1.656,3.0,18.1,2431563.0,4041434.0,5492319.0,347636.0,2696053.0,33241040.0,11721405.0,2361144.0,1472360.0,3132160.0,6148610.0,13831119.0,3297734.0,1261149.0,4609071.0
2022-03-23,11.5,1.282,8.9,8.35,18.36,9.94,4.23,26.0,16.96,7.69,49.5,2.48,1.691,2.96,18.4,2236747.0,1587056.0,3190154.0,27113.0,1085750.0,10219184.0,6977059.0,1230912.0,1538630.0,2231485.0,2274882.0,5002926.0,4177109.0,560611.0,1306078.0
2022-03-24,12.0,1.27,8.73,8.18,18.42,9.9,4.27,26.14,16.48,7.78,49.07,2.45,1.671,2.91,18.28,786086.0,1555946.0,2070209.0,65244.0,1973592.0,13336705.0,11503071.0,1948299.0,1596792.0,772153.0,3163360.0,5665122.0,620294.0,764259.0,1302606.0
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-27,12.0,1.231,8.78,7.89,18.48,9.75,4.33,25.92,15.84,7.7,48.0,2.4,1.63,2.85,18.15,284803.0,1587313.0,3110398.0,62995.0,2238661.0,4067821.0,7842217.0,733317.0,1299090.0,267113.0,2778270.0,4608381.0,1167415.0,2456805.0,827341.0
2022-03-28,11.75,1.179,8.34,7.51,17.97,9.52,4.08,24.96,14.11,7.62,47.18,2.3,1.597,2.75,17.61,1434335.0,1457255.0,1415251.0,188163.0,1922592.0,3531481.0,15096704.0,3266466.0,5544852.0,901293.0,2247194.0,2080483.0,1171314.0,1246961.0,2003242.0
2022-03-29,12.0,1.18,8.35,8.09,17.98,10.03,4.18,25.4,14.68,7.48,47.4,2.29,1.581,2.74,17.82,329196.0,1376789.0,1911383.0,207682.0,972082.0,8020457.0,5539209.0,1358984.0,1834883.0,836089.0,3185412.0,2925740.0,2455942.0,1249702.0,798156.0
2022-03-30,11.8,1.186,8.36,8.48,17.89,9.83,4.1,25.37,14.4,7.4,46.2,2.24,1.574,2.81,17.56,128872.0,1284690.0,1653850.0,258376.0,769018.0,4875213.0,2654720.0,777011.0,1162402.0,564849.0,1952290.0,3204926.0,986463.0,333110.0,1017662.0
2022-03-31,12.01,1.185,8.45,8.93,17.71,9.91,3.92,24.87,14.41,7.45,46.19,2.18,1.564,2.82,17.69,483527.0,1023379.0,1531571.0,724189.0,3904720.0,2839587.0,5009798.0,3897654.0,1956961.0,929185.0,3903173.0,1900265.0,468088.0,192451.0,725852.0
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-03,12.01,1.24,8.8,8.75,17.73,9.85,3.92,25.4,14.54,7.6,48.08,2.28,1.622,2.88,19.3,34453.0,3945327.0,770440.0,87450.0,75423.0,3353946.0,2078540.0,337748.0,297560.0,314051.0,1124460.0,2045919.0,814405.0,387362.0,3862675.0
2022-04-04,12.03,1.251,8.98,10.1,17.78,9.63,3.84,25.31,14.6,7.53,47.94,2.42,1.688,2.95,18.8,421560.0,6397669.0,2636738.0,2007467.0,3854595.0,3609545.0,2799850.0,114918.0,369738.0,252886.0,5622565.0,13547805.0,1599823.0,2694410.0,2942949.0
2022-04-05,11.81,1.242,8.84,10.11,17.7,5.44,3.8,25.0,14.81,7.42,46.52,2.38,1.625,2.88,19.6,256222.0,1340942.0,2375792.0,456586.0,435715.0,4410929.0,4549514.0,524369.0,924365.0,270472.0,3769783.0,12180192.0,2515830.0,3007163.0,3420310.0
2022-04-06,11.98,1.24,8.8,9.82,17.68,5.38,3.81,24.92,14.84,7.42,46.3,2.37,1.629,2.85,19.69,595256.0,1277122.0,545360.0,137689.0,323708.0,2210215.0,2406136.0,544417.0,507085.0,184245.0,2022818.0,7556666.0,567363.0,1082447.0,3658609.0
2022-04-07,11.8,1.218,8.8,9.67,17.69,5.06,3.79,24.41,14.57,7.47,45.15,2.25,1.597,2.81,19.0,1214070.0,1245422.0,290835.0,41700.0,247085.0,10629687.0,5337162.0,2707057.0,326654.0,104151.0,5084646.0,8225284.0,840223.0,345563.0,3620923.0
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-10,11.8,1.166,8.6,9.56,17.7,4.7,3.7,24.21,14.22,7.48,44.21,2.12,1.554,2.76,18.7,8049.0,1303965.0,152415.0,122623.0,199586.0,8648999.0,2017617.0,380920.0,201748.0,505940.0,2072034.0,4890019.0,715057.0,261057.0,1597981.0
2022-04-11,11.6,1.153,8.5,9.8,17.59,4.71,3.61,23.9,14.23,7.38,43.16,2.04,1.501,2.7,18.91,431204.0,739336.0,1358949.0,741282.0,1605421.0,5466046.0,2523261.0,3247316.0,190172.0,67426.0,4186793.0,2928579.0,1933772.0,1532459.0,7162652.0
2022-04-12,11.3,1.125,8.7,9.97,17.65,4.94,3.61,24.75,14.12,7.34,44.0,2.12,1.526,2.72,19.08,974049.0,3051823.0,1394834.0,159965.0,666716.0,8745725.0,3255970.0,631120.0,512092.0,191059.0,5009573.0,1905680.0,731195.0,361628.0,3361394.0
2022-04-13,11.3,1.122,8.79,9.72,17.59,4.75,3.61,24.99,13.77,7.31,43.51,2.1,1.541,2.74,19.32,1377272.0,1082148.0,2979254.0,79672.0,1420278.0,3578052.0,2740675.0,1477464.0,539752.0,509035.0,3448256.0,2097126.0,1068490.0,277705.0,3606423.0
2022-04-14,11.29,1.081,8.7,9.43,17.65,4.88,3.28,24.74,13.16,7.1,43.8,2.05,1.471,2.7,15.46,1021039.0,1264451.0,5348692.0,94519.0,1569292.0,4188050.0,11271513.0,691515.0,1666848.0,10696351.0,2887777.0,1712847.0,855832.0,1173275.0,9275940.0
2022-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-17,11.35,0.99,8.77,9.26,17.5,4.78,3.29,24.21,12.77,7.08,44.63,1.98,1.448,2.68,15.7,73441.0,3107659.0,1738403.0,146289.0,619029.0,4366468.0,9076580.0,468632.0,447423.0,86260.0,3072980.0,2158243.0,1108687.0,974072.0,3576613.0
2022-04-18,11.19,0.986,8.7,9.26,17.41,4.84,3.58,23.8,13.12,7.39,44.82,1.98,1.448,2.68,15.0,693927.0,1945052.0,677608.0,21000.0,222723.0,2696955.0,6321821.0,929120.0,286482.0,625149.0,2663217.0,2709772.0,429362.0,620907.0,3265161.0
2022-04-19,11.2,1.016,8.8,9.49,17.3,4.93,3.58,24.0,13.79,6.73,43.6,2.09,1.499,2.72,15.55,733133.0,2151723.0,759668.0,47911.0,977181.0,2090268.0,4866544.0,294525.0,1252704.0,623057.0,6261802.0,3132388.0,992403.0,802170.0,2978444.0
2022-04-20,11.21,1.029,8.6,9.49,17.24,4.83,3.49,24.4,13.26,6.51,41.86,2.13,1.466,2.66,15.68,1122020.0,856763.0,3802427.0,19483.0,1051961.0,2654612.0,2049997.0,626545.0,531515.0,87455.0,3383640.0,2384259.0,1182898.0,161498.0,1379989.0
2022-04-21,11.01,1.118,8.59,9.21,17.41,4.88,3.53,24.73,13.96,6.57,42.0,2.27,1.536,2.7,16.44,297745.0,3119807.0,1464452.0,400080.0,3739761.0,16256843.0,2223619.0,708779.0,1076713.0,87826.0,2746660.0,5704656.0,1201538.0,562570.0,4061284.0
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-26,11.3,1.107,8.45,9.14,17.3,4.55,3.72,25.95,13.88,6.5,43.0,2.24,1.5,2.7,17.25,506603.0,1881854.0,2414742.0,63062.0,3138082.0,12647495.0,4645737.0,671478.0,228155.0,286881.0,2839551.0,1479278.0,3290312.0,481830.0,3037170.0
2022-04-27,11.17,1.079,8.38,9.53,17.33,4.57,3.71,26.3,14.21,6.42,43.02,2.2,1.556,2.75,17.0,413109.0,962886.0,5159937.0,304875.0,1641336.0,6500236.0,3152199.0,1229513.0,808796.0,184068.0,3054790.0,2221833.0,12911171.0,300562.0,1892099.0
